work_year,target,salary,salary_currency,salary_in_usd,employee_residence,company_location,company_size
0.933090760892103,4,-0.028921699637863042,19,805,75,70,1
0.933090760892103,4,-0.10195224230796711,19,554,75,70,1
0.933090760892103,4,-0.00045216605460213406,19,883,75,70,1
0.933090760892103,4,-0.09204979584422418,19,591,75,70,1
0.933090760892103,4,-0.13661080493106734,19,402,75,70,1
0.933090760892103,4,-0.038824146101605964,19,771,75,70,1
0.933090760892103,4,-0.12547055265935655,19,454,75,70,1
0.933090760892103,4,0.04287103722427316,19,949,75,70,1
0.933090760892103,4,-0.0375863402936381,19,779,75,70,1
0.933090760892103,4,-0.08462296099641699,19,626,75,70,1
0.933090760892103,4,-0.014315591103842229,19,848,75,70,1
0.933090760892103,4,-0.13017421472963445,19,434,75,70,1
0.933090760892103,4,-0.10566565973187071,19,538,75,70,1
0.933090760892103,4,-0.12175713523545295,19,470,75,70,1
0.933090760892103,4,-0.00045216605460213406,19,883,75,70,1
0.933090760892103,4,-0.06853148549283473,19,687,75,70,1
0.933090760892103,4,-0.11804371781154936,19,481,75,70,1
0.933090760892103,4,-0.15394008624261746,19,343,75,70,1
0.933090760892103,4,-0.056153427413156085,19,721,75,70,1
0.933090760892103,4,-0.08709857261235272,19,613,75,70,1
0.933090760892103,4,-0.08833637842032059,19,609,75,70,1
0.933090760892103,4,-0.12918397008326016,19,440,75,70,1
0.933090760892103,1,-0.1923120662896213,2,125,11,12,0
-0.4019626865857902,4,0.08000521146330912,19,984,11,12,2
0.933090760892103,4,-0.19850109532946061,19,159,74,69,2
0.933090760892103,3,0.08706070456872596,19,989,75,70,1
0.933090760892103,3,-0.07416350191908853,19,666,75,70,1
0.933090760892103,1,-0.17374497917010331,2,170,11,12,0
0.933090760892103,4,0.04967896916809642,19,961,75,70,1
0.933090760892103,4,-0.06296135935697934,19,702,75,70,1
0.933090760892103,1,-0.09947539288622341,19,564,75,70,1
0.933090760892103,1,-0.1713844834943086,19,276,75,70,1
0.933090760892103,3,-0.1441391398551279,19,370,75,70,1
0.933090760892103,3,-0.19607252033422767,19,171,75,70,1
0.933090760892103,4,-0.04377536933347743,19,757,11,12,1
0.933090760892103,4,-0.09328760165219205,19,589,11,12,1
0.933090760892103,4,0.05772470691988755,19,967,75,70,1
0.933090760892103,4,-0.07843393195657766,19,648,75,70,1
0.933090760892103,4,0.014401503641012253,19,913,75,70,1
0.933090760892103,4,-0.009116806710377193,19,861,75,70,1
0.933090760892103,4,-0.0955156521065342,19,579,75,70,1
0.933090760892103,4,0.013163697833044387,19,910,75,70,1
0.933090760892103,4,-0.07843393195657766,19,648,75,70,1
0.933090760892103,4,-0.030283286026627693,19,802,75,70,1
0.933090760892103,4,-0.10034309475760889,19,561,75,70,1
0.933090760892103,4,0.0342063965684981,19,938,75,70,1
0.933090760892103,4,-0.06729367968486688,19,690,75,70,1
0.933090760892103,4,0.11590157989437723,19,1006,75,70,1
0.933090760892103,4,-0.014068029942248655,19,849,75,70,1
0.933090760892103,3,-0.20469012436929995,7,154,26,25,1
0.933090760892103,4,-0.07472051453267407,19,663,75,70,1
0.933090760892103,4,-0.09947663069203137,19,563,75,70,1
0.933090760892103,4,-0.08709857261235272,19,613,75,70,1
0.933090760892103,4,-0.12423274685138869,19,460,75,70,1
0.933090760892103,3,-0.148988863010746,19,355,75,70,1
0.933090760892103,3,-0.16755595013026398,19,292,75,70,1
0.933090760892103,3,-0.06085708948343397,8,840,29,28,1
0.933090760892103,3,-0.15571014854801152,8,416,29,28,1
0.933090760892103,4,0.03668200818443383,19,941,75,70,1
0.933090760892103,4,-0.03313023938495378,19,792,75,70,1
0.933090760892103,3,-0.09947663069203137,19,563,75,70,1
0.933090760892103,3,-0.16136692109042466,19,315,75,70,1
0.933090760892103,4,0.04906006626411249,19,960,75,70,1
0.933090760892103,4,-0.06234245645299541,19,705,75,70,1
0.933090760892103,4,-0.11185468877171004,19,509,75,70,1
0.933090760892103,4,0.0974285660162648,19,996,75,70,1
0.933090760892103,4,-0.009917667068132402,19,858,75,70,1
0.933090760892103,4,-0.06853148549283473,19,687,75,70,1
0.933090760892103,4,-0.012830224134280789,19,851,75,70,1
0.933090760892103,4,-0.0651275195209231,19,695,75,70,1
0.933090760892103,4,-0.13085500792401678,19,428,75,70,1
0.933090760892103,3,-0.0375863402936381,19,779,75,70,1
0.933090760892103,3,-0.08709857261235272,19,613,75,70,1
0.933090760892103,2,-0.012830224134280789,19,851,75,70,1
0.933090760892103,2,-0.0809095435725134,19,639,75,70,1
0.933090760892103,3,-0.17622059078603905,19,259,75,70,0
0.933090760892103,1,-0.18612303724978196,19,209,75,70,1
0.933090760892103,3,-0.10566565973187071,19,538,75,70,1
0.933090760892103,3,-0.148988863010746,19,355,75,70,1
0.933090760892103,4,-0.13042177589122803,19,432,75,70,1
0.933090760892103,4,-0.148988863010746,19,355,75,70,1
0.933090760892103,1,-0.06853148549283473,19,687,75,70,1
0.933090760892103,1,-0.10566565973187071,19,538,75,70,1
0.933090760892103,4,0.0379198139924017,19,943,75,70,1
0.933090760892103,4,-0.036348534485670235,19,782,75,70,1
0.933090760892103,4,0.05153567788004822,19,962,75,70,1
0.933090760892103,4,-0.0697692913008026,19,683,75,70,1
0.933090760892103,2,-0.0375863402936381,19,779,75,70,1
0.933090760892103,2,-0.06853148549283473,19,687,75,70,1
0.933090760892103,4,-0.023023554962896164,19,822,75,70,1
0.933090760892103,4,-0.0942332852894795,19,586,75,70,1
0.933090760892103,4,-0.07967173776454553,19,644,75,70,1
0.933090760892103,4,-0.16755595013026398,19,292,75,70,1
0.933090760892103,1,-0.18092425285631694,19,236,75,70,1
0.933090760892103,1,-0.19095047990085665,19,193,75,70,1
0.933090760892103,4,-0.04996439837331675,19,738,75,70,1
0.933090760892103,4,-0.0023707650569523256,19,878,75,70,1
0.933090760892103,4,-0.04928360517893443,19,740,75,70,1
0.933090760892103,4,-0.10566565973187071,19,538,75,70,1
0.933090760892103,4,-0.13661080493106734,19,402,75,70,1
0.933090760892103,3,-0.09328760165219205,19,589,75,70,1
0.933090760892103,3,-0.11185468877171004,19,509,75,70,1
0.933090760892103,4,-0.012830224134280789,19,851,75,70,1
0.933090760892103,4,-0.04996439837331675,19,738,75,70,1
0.933090760892103,4,-0.048417141113356925,19,743,37,36,1
0.933090760892103,4,-0.11959097507150919,19,476,37,36,1
0.933090760892103,4,-0.07026441362398975,19,681,75,70,1
0.933090760892103,4,-0.13599190202708342,19,403,75,70,1
0.933090760892103,4,-0.11804371781154936,19,481,11,12,1
0.933090760892103,4,-0.14279983397090668,19,379,11,12,1
0.933090760892103,3,-0.03449182577371843,19,787,75,70,1
0.933090760892103,3,-0.10999798005975824,19,515,75,70,1
0.933090760892103,4,-0.008993026129580407,19,862,75,70,1
0.933090760892103,4,-0.1186626207155333,19,480,75,70,1
0.933090760892103,3,-0.18612303724978196,8,281,29,28,1
0.933090760892103,3,-0.20469012436929995,8,185,29,28,1
0.933090760892103,1,-0.14564678732923275,19,365,75,70,1
0.933090760892103,1,-0.1838949867954398,19,220,75,70,1
0.933090760892103,4,-0.09947663069203137,19,563,75,70,1
0.933090760892103,4,0.05896251272785541,19,968,11,12,1
0.933090760892103,4,-0.025208282213959446,19,818,11,12,1
0.933090760892103,3,-0.05305891289323642,19,730,75,70,1
0.933090760892103,3,-0.1285650671792762,19,444,75,70,1
0.933090760892103,3,-0.07967173776454553,19,644,75,70,1
0.933090760892103,3,-0.16755595013026398,19,292,75,70,1
-0.4019626865857902,1,-0.18983645467368557,7,208,57,54,0
0.933090760892103,2,0.09362107535095565,19,994,75,70,1
0.933090760892103,2,-0.00416558347850573,19,875,75,70,1
0.933090760892103,4,-0.16136692109042466,19,315,75,70,1
0.933090760892103,4,0.015948760900972084,19,916,75,70,1
0.933090760892103,4,-0.039319268424793115,19,768,75,70,1
0.933090760892103,2,0.1768016256463962,19,1022,75,70,1
0.933090760892103,2,0.04819360219853498,19,958,75,70,1
0.933090760892103,3,0.024303950104755178,19,927,75,70,1
0.933090760892103,3,0.011925892025076521,19,908,75,70,1
0.933090760892103,4,0.10760828098099252,19,1001,75,70,1
0.933090760892103,4,-0.015058274588622947,19,846,75,70,1
0.933090760892103,3,-0.00045216605460213406,19,883,75,70,1
0.933090760892103,3,-0.0724924640783319,19,670,75,70,1
0.933090760892103,4,0.13207970180451722,19,1011,75,70,1
0.933090760892103,4,-0.04906080013350021,19,741,75,70,1
0.933090760892103,1,-0.2356352695684966,7,59,26,25,1
0.933090760892103,4,-0.12670835846732442,19,452,74,69,1
0.933090760892103,4,-0.18612303724978196,19,209,74,69,1
0.933090760892103,3,-0.09452540746015992,19,584,75,70,1
0.933090760892103,3,-0.10690346553983857,19,532,75,70,1
0.933090760892103,4,-0.048417141113356925,19,743,75,70,1
0.933090760892103,4,-0.11959097507150919,19,476,75,70,1
0.933090760892103,4,0.01811492106491585,19,919,75,70,1
0.933090760892103,4,-0.04377536933347743,19,757,75,70,1
0.933090760892103,4,0.024303950104755178,19,927,75,70,1
0.933090760892103,4,-0.10628456263585463,19,536,75,70,1
0.933090760892103,4,-0.04377536933347743,19,757,75,70,1
0.933090760892103,4,-0.0763296620830323,19,654,75,70,1
0.933090760892103,4,-0.10492297624708999,19,540,75,70,1
0.933090760892103,4,-0.012830224134280789,19,851,75,70,1
0.933090760892103,4,-0.07472051453267407,19,663,75,70,1
0.933090760892103,1,-0.06234245645299541,19,705,75,70,1
0.933090760892103,1,-0.11185468877171004,19,509,75,70,1
0.933090760892103,4,-0.03139731125379877,19,797,75,70,1
0.933090760892103,4,-0.11154523731971806,19,511,75,70,1
0.933090760892103,4,-0.033872922869734506,19,789,75,70,1
0.933090760892103,4,-0.04996439837331675,19,738,75,70,1
0.933090760892103,4,-0.10566565973187071,19,538,75,70,1
0.933090760892103,4,0.04906006626411249,19,960,75,70,1
0.933090760892103,3,-0.09328760165219205,19,589,75,70,0
0.933090760892103,4,1.5963173262239443,11,1032,38,37,0
0.933090760892103,4,0.00697466879320506,19,900,75,70,1
0.933090760892103,4,-0.03263511706176664,19,793,75,70,1
0.933090760892103,4,-0.0375863402936381,19,779,75,70,1
0.933090760892103,4,-0.056153427413156085,19,721,75,70,1
0.933090760892103,3,-0.08231445316455692,19,634,75,70,1
0.933090760892103,3,-0.11792983967721632,19,482,75,70,1
0.933090760892103,3,-0.09947663069203137,19,563,75,70,1
0.933090760892103,3,-0.148988863010746,19,355,75,70,1
0.933090760892103,4,-0.046250980949413156,19,753,75,70,1
0.933090760892103,4,-0.09700101907609565,19,574,75,70,1
0.933090760892103,4,-0.0028671251859474396,19,877,75,70,1
0.933090760892103,4,-0.10133333940398317,19,557,75,70,1
0.933090760892103,4,-0.05305891289323642,19,730,75,70,1
0.933090760892103,4,-0.1285650671792762,19,444,75,70,1
0.933090760892103,3,-0.07521563685586122,19,661,75,70,1
0.933090760892103,3,-0.1341351933151316,19,409,75,70,1
0.933090760892103,2,-0.13661080493106734,19,402,75,70,1
0.933090760892103,4,-0.025208282213959446,19,818,75,70,1
0.933090760892103,4,-0.14279983397090668,19,379,75,70,1
0.933090760892103,4,-0.12819372543688587,19,445,75,70,1
0.933090760892103,3,-0.148988863010746,7,387,37,36,1
0.933090760892103,3,-0.16755595013026398,7,318,37,36,1
0.933090760892103,3,-0.10195224230796711,19,554,75,70,1
0.933090760892103,3,-0.15517789205058533,19,338,75,70,1
0.933090760892103,3,-0.0734827087247062,19,668,75,70,1
0.933090760892103,3,-0.08709857261235272,19,613,75,70,1
0.933090760892103,4,0.011925892025076521,19,908,75,70,1
0.933090760892103,4,-0.04996439837331675,19,738,75,70,1
0.933090760892103,1,-0.2517267450720788,19,10,30,29,2
0.933090760892103,1,-0.2108791534091393,7,133,20,20,1
